year,week,product_id,quantity
2014,2,159,1
2014,3,1,8
2014,3,2,17
2014,3,3,5
2014,3,4,17
2014,3,5,24
2014,3,6,2
2014,3,7,4
2014,3,9,2
2014,3,10,2
2014,3,11,1
2014,3,12,6
2014,3,13,1
2014,3,14,1
2014,3,15,1
2014,3,16,5
2014,3,17,8
2014,3,18,16
2014,3,19,2
2014,3,20,4
2014,3,21,4
2014,3,22,4
2014,3,23,3
2014,3,24,9
2014,3,25,3
2014,3,26,1
2014,3,27,5
2014,3,28,2
2014,3,29,1
2014,3,31,1
2014,3,32,2
2014,3,33,1
2014,3,34,2
2014,3,35,5
2014,3,36,2
2014,3,38,16
2014,3,39,2
2014,3,40,2
2014,3,41,1
2014,3,44,5
2014,3,45,5
2014,3,48,2
2014,3,50,5
2014,3,51,2
2014,3,53,1
2014,3,55,1
2014,3,56,1
2014,3,57,2
2014,3,58,2
2014,3,59,2
2014,3,60,3
2014,3,61,1
2014,3,62,5
2014,3,64,2
2014,3,66,2
2014,3,68,2
2014,3,69,4
2014,3,70,3
2014,3,71,6
2014,3,73,1
2014,3,74,8
2014,3,75,6
2014,3,76,3
2014,3,80,2
2014,3,81,1
2014,3,82,1
2014,3,83,2
2014,3,88,1
2014,3,92,2
2014,3,93,1
2014,3,95,1
2014,3,96,2
2014,3,100,2
2014,3,101,1
2014,3,103,3
2014,3,104,2
2014,3,109,1
2014,3,114,3
2014,3,115,2
2014,3,117,1
2014,3,118,1
2014,3,119,3
2014,3,121,1
2014,3,122,1
2014,3,125,1
2014,3,127,1
2014,3,128,2
2014,3,130,2
2014,3,134,2
2014,3,136,1
2014,3,138,1
2014,3,140,1
2014,3,142,1
2014,3,146,1
2014,3,150,1
2014,3,152,1
2014,3,154,1
2014,3,155,1
2014,3,156,1
2014,3,158,1
2014,3,165,1
2014,4,1,7
2014,4,2,12
2014,4,3,6
2014,4,4,13
2014,4,5,19
2014,4,7,6
2014,4,8,4
2014,4,10,2
2014,4,11,5
2014,4,12,10
2014,4,14,1
2014,4,15,2
2014,4,16,3
2014,4,17,6
2014,4,18,7
2014,4,19,4
2014,4,20,9
2014,4,21,5
2014,4,22,13
2014,4,23,5
2014,4,24,7
2014,4,25,8
2014,4,27,3
2014,4,28,4
2014,4,29,1
2014,4,30,1
2014,4,31,2
2014,4,32,1
2014,4,33,1
2014,4,36,1
2014,4,38,7
2014,4,39,3
2014,4,40,1
2014,4,41,2
2014,4,42,1
2014,4,43,2
2014,4,44,6
2014,4,45,2
2014,4,46,2
2014,4,50,4
2014,4,51,2
2014,4,53,2
2014,4,54,1
2014,4,55,2
2014,4,56,3
2014,4,57,1
2014,4,58,1
2014,4,59,2
2014,4,60,4
2014,4,63,1
2014,4,64,2
2014,4,65,4
2014,4,66,2
2014,4,69,6
2014,4,70,3
2014,4,71,7
2014,4,72,2
2014,4,73,2
2014,4,74,10
2014,4,75,4
2014,4,76,3
2014,4,77,1
2014,4,78,4
2014,4,79,1
2014,4,80,3
2014,4,81,1
2014,4,83,7
2014,4,88,1
2014,4,89,1
2014,4,92,2
2014,4,94,1
2014,4,96,5
2014,4,99,1
2014,4,100,3
2014,4,101,2
2014,4,103,2
2014,4,104,3
2014,4,106,1
2014,4,108,1
2014,4,114,4
2014,4,115,3
2014,4,116,2
2014,4,117,1
2014,4,118,1
2014,4,119,2
2014,4,123,1
2014,4,126,1
2014,4,127,1
2014,4,128,2
2014,4,129,1
2014,4,130,1
2014,4,131,1
2014,4,132,1
2014,4,138,1
2014,4,140,1
2014,4,142,1
2014,4,144,1
2014,4,151,1
2014,4,158,2
2014,5,1,5
2014,5,2,19
2014,5,3,6
2014,5,4,15
2014,5,5,17
2014,5,7,5
2014,5,8,4
2014,5,9,2
2014,5,10,2
2014,5,11,5
2014,5,12,6
2014,5,13,1
2014,5,14,2
2014,5,15,1
2014,5,16,4
2014,5,17,7
2014,5,18,11
2014,5,19,4
2014,5,20,12
2014,5,21,6
2014,5,22,11
2014,5,24,11
2014,5,25,6
2014,5,26,7
2014,5,27,5
2014,5,28,2
2014,5,29,1
2014,5,31,1
2014,5,32,1
2014,5,33,2
2014,5,34,1
2014,5,35,4
2014,5,36,4
2014,5,38,15
2014,5,39,2
2014,5,40,3
2014,5,43,1
2014,5,44,4
2014,5,45,6
2014,5,46,1
2014,5,48,2
2014,5,49,1
2014,5,50,8
2014,5,51,5
2014,5,53,1
2014,5,54,2
2014,5,56,1
2014,5,57,4
2014,5,58,3
2014,5,59,3
2014,5,60,4
2014,5,61,1
2014,5,62,1
2014,5,64,2
2014,5,65,5
2014,5,69,8
2014,5,70,7
2014,5,71,8
2014,5,73,3
2014,5,74,8
2014,5,75,8
2014,5,76,1
2014,5,77,1
2014,5,78,2
2014,5,80,2
2014,5,81,1
2014,5,82,2
2014,5,83,4
2014,5,85,2
2014,5,86,1
2014,5,89,1
2014,5,90,1
2014,5,91,1
2014,5,92,1
2014,5,95,3
2014,5,96,1
2014,5,98,2
2014,5,100,1
2014,5,101,2
2014,5,103,2
2014,5,114,7
2014,5,115,5
2014,5,119,5
2014,5,122,1
2014,5,123,2
2014,5,126,1
2014,5,127,1
2014,5,128,5
2014,5,130,1
2014,5,131,1
2014,5,136,5
2014,5,142,1
2014,5,145,1
2014,5,152,1
2014,5,154,1
2014,6,1,7
2014,6,2,26
2014,6,3,3
2014,6,4,23
2014,6,5,15
2014,6,6,2
2014,6,7,9
2014,6,8,3
2014,6,10,3
2014,6,11,2
2014,6,12,7
2014,6,14,2
2014,6,15,3
2014,6,17,6
2014,6,18,14
2014,6,19,4
2014,6,20,4
2014,6,22,13
2014,6,23,4
2014,6,24,8
2014,6,25,4
2014,6,26,2
2014,6,27,5
2014,6,28,2
2014,6,30,2
2014,6,32,3
2014,6,34,3
2014,6,35,4
2014,6,36,3
2014,6,37,2
2014,6,38,15
2014,6,40,1
2014,6,41,2
2014,6,43,1
2014,6,44,4
2014,6,45,4
2014,6,46,2
2014,6,47,1
2014,6,48,1
2014,6,49,3
2014,6,50,6
2014,6,51,1
2014,6,52,2
2014,6,53,3
2014,6,54,1
2014,6,57,1
2014,6,58,2
2014,6,59,2
2014,6,60,3
2014,6,61,2
2014,6,62,2
2014,6,63,1
2014,6,64,3
2014,6,65,2
2014,6,66,2
2014,6,68,1
2014,6,69,6
2014,6,70,2
2014,6,71,8
2014,6,73,1
2014,6,74,4
2014,6,75,6
2014,6,76,3
2014,6,77,1
2014,6,78,1
2014,6,80,1
2014,6,82,2
2014,6,83,3
2014,6,85,2
2014,6,96,5
2014,6,100,4
2014,6,101,1
2014,6,103,2
2014,6,104,2
2014,6,106,1
2014,6,108,1
2014,6,114,1
2014,6,115,4
2014,6,116,1
2014,6,118,2
2014,6,119,7
2014,6,122,2
2014,6,123,1
2014,6,128,2
2014,6,131,2
2014,6,135,1
2014,6,136,1
2014,6,138,2
2014,6,142,2
2014,6,146,1
2014,6,158,2
2014,6,159,1
2014,6,160,1
2014,7,1,4
2014,7,2,15
2014,7,3,2
2014,7,4,19
2014,7,5,14
2014,7,6,1
2014,7,7,5
2014,7,8,4
2014,7,10,1
2014,7,11,4
2014,7,12,6
2014,7,13,1
2014,7,14,3
2014,7,15,1
2014,7,16,1
2014,7,17,11
2014,7,18,12
2014,7,19,2
2014,7,20,6
2014,7,21,3
2014,7,22,7
2014,7,23,2
2014,7,24,10
2014,7,25,1
2014,7,26,3
2014,7,27,3
2014,7,28,5
2014,7,31,3
2014,7,32,3
2014,7,34,3
2014,7,35,2
2014,7,36,2
2014,7,37,2
2014,7,38,17
2014,7,39,2
2014,7,40,4
2014,7,41,2
2014,7,44,9
2014,7,45,10
2014,7,49,3
2014,7,50,7
2014,7,51,2
2014,7,53,3
2014,7,54,1
2014,7,56,1
2014,7,57,1
2014,7,58,1
2014,7,59,2
2014,7,60,3
2014,7,62,1
2014,7,63,1
2014,7,64,2
2014,7,65,7
2014,7,66,2
2014,7,68,1
2014,7,69,5
2014,7,70,8
2014,7,71,6
2014,7,73,2
2014,7,74,8
2014,7,75,3
2014,7,76,1
2014,7,79,2
2014,7,80,2
2014,7,81,2
2014,7,83,2
2014,7,84,1
2014,7,91,2
2014,7,92,1
2014,7,95,2
2014,7,96,4
2014,7,97,1
2014,7,100,2
2014,7,101,1
2014,7,103,2
2014,7,104,3
2014,7,108,1
2014,7,111,1
2014,7,114,3
2014,7,115,5
2014,7,118,2
2014,7,119,2
2014,7,121,1
2014,7,122,1
2014,7,123,1
2014,7,124,1
2014,7,125,1
2014,7,129,1
2014,7,130,1
2014,7,131,2
2014,7,135,1
2014,7,138,1
2014,7,142,3
2014,7,143,1
2014,7,152,1
2014,7,154,2
2014,7,162,1
2014,8,1,4
2014,8,2,11
2014,8,3,9
2014,8,4,19
2014,8,5,13
2014,8,6,1
2014,8,7,4
2014,8,8,5
2014,8,9,3
2014,8,10,4
2014,8,11,4
2014,8,12,6
2014,8,13,1
2014,8,14,2
2014,8,15,2
2014,8,16,4
2014,8,17,7
2014,8,18,12
2014,8,19,4
2014,8,20,6
2014,8,21,3
2014,8,22,12
2014,8,23,3
2014,8,24,6
2014,8,25,7
2014,8,26,4
2014,8,27,3
2014,8,28,5
2014,8,30,1
2014,8,32,1
2014,8,35,4
2014,8,37,2
2014,8,38,18
2014,8,42,1
2014,8,43,1
2014,8,44,12
2014,8,45,4
2014,8,46,2
2014,8,49,2
2014,8,50,12
2014,8,51,6
2014,8,53,3
2014,8,54,1
2014,8,55,1
2014,8,56,5
2014,8,57,1
2014,8,58,1
2014,8,59,3
2014,8,60,4
2014,8,62,2
2014,8,64,3
2014,8,65,3
2014,8,66,4
2014,8,68,1
2014,8,69,8
2014,8,70,8
2014,8,71,7
2014,8,72,1
2014,8,73,4
2014,8,74,6
2014,8,75,7
2014,8,76,2
2014,8,79,1
2014,8,80,7
2014,8,81,1
2014,8,82,1
2014,8,83,2
2014,8,84,1
2014,8,85,2
2014,8,89,1
2014,8,93,2
2014,8,94,1
2014,8,95,2
2014,8,96,1
2014,8,99,2
2014,8,101,1
2014,8,102,1
2014,8,103,1
2014,8,104,2
2014,8,111,1
2014,8,113,1
2014,8,114,4
2014,8,115,2
2014,8,119,3
2014,8,121,2
2014,8,127,1
2014,8,128,1
2014,8,129,1
2014,8,131,1
2014,8,134,1
2014,8,136,1
2014,8,138,1
2014,8,142,3
2014,8,150,1
2014,8,154,1
2014,8,158,1
2014,8,159,2
2014,9,1,5
2014,9,2,18
2014,9,3,10
2014,9,4,22
2014,9,5,22
2014,9,7,7
2014,9,8,4
2014,9,9,2
2014,9,10,1
2014,9,11,6
2014,9,12,11
2014,9,14,2
2014,9,16,3
2014,9,17,11
2014,9,18,9
2014,9,19,7
2014,9,20,8
2014,9,21,2
2014,9,22,10
2014,9,23,2
2014,9,24,9
2014,9,25,7
2014,9,26,3
2014,9,27,4
2014,9,28,1
2014,9,29,1
2014,9,30,1
2014,9,31,2
2014,9,32,3
2014,9,33,1
2014,9,35,1
2014,9,36,2
2014,9,37,3
2014,9,38,15
2014,9,39,1
2014,9,40,1
2014,9,41,2
2014,9,42,1
2014,9,43,1
2014,9,44,8
2014,9,45,4
2014,9,46,2
2014,9,47,1
2014,9,49,3
2014,9,50,5
2014,9,51,5
2014,9,53,7
2014,9,54,2
2014,9,56,2
2014,9,57,3
2014,9,58,3
2014,9,59,3
2014,9,60,1
2014,9,61,1
2014,9,62,4
2014,9,64,1
2014,9,65,1
2014,9,66,2
2014,9,68,2
2014,9,69,10
2014,9,70,8
2014,9,71,11
2014,9,72,1
2014,9,73,2
2014,9,74,13
2014,9,75,1
2014,9,76,4
2014,9,77,1
2014,9,79,2
2014,9,80,4
2014,9,81,2
2014,9,83,5
2014,9,85,3
2014,9,89,1
2014,9,91,1
2014,9,95,1
2014,9,99,1
2014,9,100,1
2014,9,101,2
2014,9,103,2
2014,9,104,5
2014,9,111,2
2014,9,113,2
2014,9,114,5
2014,9,115,5
2014,9,119,9
2014,9,122,2
2014,9,123,3
2014,9,124,1
2014,9,128,3
2014,9,131,2
2014,9,135,1
2014,9,142,3
2014,9,143,1
2014,9,150,2
2014,9,154,1
2014,9,158,1
2014,9,167,1
2014,10,1,3
2014,10,2,19
2014,10,3,4
2014,10,4,15
2014,10,5,8
2014,10,6,1
2014,10,7,4
2014,10,8,4
2014,10,9,1
2014,10,10,1
2014,10,11,4
2014,10,12,5
2014,10,13,1
2014,10,14,5
2014,10,15,1
2014,10,16,1
2014,10,17,9
2014,10,18,7
2014,10,19,3
2014,10,20,2
2014,10,22,7
2014,10,23,1
2014,10,24,5
2014,10,25,7
2014,10,26,2
2014,10,27,8
2014,10,28,1
2014,10,29,1
2014,10,30,1
2014,10,32,2
2014,10,33,1
2014,10,35,2
2014,10,36,4
2014,10,37,1
2014,10,38,15
2014,10,39,1
2014,10,40,1
2014,10,41,2
2014,10,44,7
2014,10,45,6
2014,10,49,2
2014,10,50,7
2014,10,51,4
2014,10,53,5
2014,10,54,1
2014,10,56,4
2014,10,57,2
2014,10,58,3
2014,10,59,2
2014,10,60,1
2014,10,62,2
2014,10,63,1
2014,10,64,6
2014,10,65,1
2014,10,66,7
2014,10,69,4
2014,10,70,6
2014,10,71,6
2014,10,72,3
2014,10,73,3
2014,10,74,8
2014,10,75,4
2014,10,76,3
2014,10,80,1
2014,10,81,1
2014,10,83,5
2014,10,88,1
2014,10,89,1
2014,10,92,1
2014,10,93,1
2014,10,94,1
2014,10,95,1
2014,10,96,2
2014,10,100,1
2014,10,103,2
2014,10,104,1
2014,10,108,1
2014,10,114,5
2014,10,117,1
2014,10,119,3
2014,10,121,2
2014,10,122,1
2014,10,123,1
2014,10,124,1
2014,10,125,1
2014,10,127,1
2014,10,128,2
2014,10,130,1
2014,10,132,1
2014,10,145,1
2014,10,149,1
2014,10,151,1
2014,10,152,1
2014,10,158,1
2014,10,159,1
2014,10,162,1
2014,10,163,1
2014,11,1,8
2014,11,2,12
2014,11,3,2
2014,11,4,16
2014,11,5,6
2014,11,6,3
2014,11,7,9
2014,11,9,5
2014,11,10,1
2014,11,11,6
2014,11,12,4
2014,11,13,2
2014,11,14,1
2014,11,15,2
2014,11,16,2
2014,11,17,10
2014,11,18,8
2014,11,19,5
2014,11,20,6
2014,11,21,1
2014,11,22,13
2014,11,23,1
2014,11,24,6
2014,11,25,3
2014,11,26,2
2014,11,27,8
2014,11,29,1
2014,11,32,4
2014,11,34,1
2014,11,35,2
2014,11,36,2
2014,11,37,1
2014,11,38,11
2014,11,39,1
2014,11,41,1
2014,11,44,9
2014,11,45,3
2014,11,49,1
2014,11,50,4
2014,11,51,4
2014,11,52,2
2014,11,53,4
2014,11,54,1
2014,11,56,2
2014,11,57,1
2014,11,58,2
2014,11,59,3
2014,11,60,3
2014,11,61,2
2014,11,62,2
2014,11,64,3
2014,11,65,2
2014,11,66,5
2014,11,69,6
2014,11,70,6
2014,11,71,11
2014,11,72,1
2014,11,73,2
2014,11,74,4
2014,11,75,3
2014,11,76,6
2014,11,77,3
2014,11,79,1
2014,11,80,2
2014,11,82,1
2014,11,83,2
2014,11,84,1
2014,11,86,1
2014,11,91,2
2014,11,92,1
2014,11,95,3
2014,11,96,2
2014,11,99,1
2014,11,100,2
2014,11,101,1
2014,11,104,1
2014,11,107,1
2014,11,111,1
2014,11,114,4
2014,11,115,1
2014,11,117,1
2014,11,119,3
2014,11,121,1
2014,11,125,2
2014,11,128,2
2014,11,130,1
2014,11,132,1
2014,11,136,2
2014,11,138,1
2014,11,142,2
2014,11,144,1
2014,11,152,1
2014,11,158,2
2014,11,159,1
2014,12,1,8
2014,12,2,15
2014,12,3,9
2014,12,4,12
2014,12,5,13
2014,12,6,1
2014,12,7,2
2014,12,8,3
2014,12,9,1
2014,12,10,1
2014,12,11,6
2014,12,12,9
2014,12,14,3
2014,12,15,1
2014,12,16,4
2014,12,17,9
2014,12,18,6
2014,12,19,7
2014,12,20,7
2014,12,21,1
2014,12,22,10
2014,12,23,1
2014,12,24,4
2014,12,25,3
2014,12,26,1
2014,12,27,1
2014,12,29,2
2014,12,32,1
2014,12,33,1
2014,12,34,1
2014,12,35,1
2014,12,36,2
2014,12,38,7
2014,12,39,2
2014,12,40,1
2014,12,41,2
2014,12,43,1
2014,12,44,6
2014,12,45,6
2014,12,46,4
2014,12,48,1
2014,12,49,1
2014,12,50,4
2014,12,51,3
2014,12,53,3
2014,12,54,1
2014,12,56,1
2014,12,58,1
2014,12,59,1
2014,12,60,2
2014,12,61,2
2014,12,63,2
2014,12,65,2
2014,12,69,4
2014,12,70,9
2014,12,71,10
2014,12,72,1
2014,12,73,4
2014,12,74,4
2014,12,75,3
2014,12,76,2
2014,12,78,1
2014,12,80,1
2014,12,81,1
2014,12,83,4
2014,12,85,1
2014,12,88,1
2014,12,94,1
2014,12,96,4
2014,12,100,1
2014,12,101,2
2014,12,103,1
2014,12,104,3
2014,12,108,1
2014,12,113,1
2014,12,114,8
2014,12,115,1
2014,12,118,2
2014,12,119,1
2014,12,120,1
2014,12,123,3
2014,12,126,1
2014,12,128,2
2014,12,131,3
2014,12,135,1
2014,12,136,1
2014,12,142,2
2014,12,146,1
2014,12,152,1
2014,12,159,1
2014,12,166,1
2014,13,1,14
2014,13,2,27
2014,13,3,5
2014,13,4,14
2014,13,5,13
2014,13,6,2
2014,13,7,5
2014,13,8,1
2014,13,10,2
2014,13,11,1
2014,13,12,6
2014,13,13,2
2014,13,14,4
2014,13,15,3
2014,13,16,1
2014,13,17,13
2014,13,18,13
2014,13,19,4
2014,13,20,7
2014,13,22,7
2014,13,23,3
2014,13,24,5
2014,13,25,4
2014,13,26,6
2014,13,27,6
2014,13,28,4
2014,13,29,2
2014,13,31,1
2014,13,32,2
2014,13,33,2
2014,13,34,1
2014,13,35,2
2014,13,37,2
2014,13,38,13
2014,13,40,3
2014,13,41,2
2014,13,43,1
2014,13,44,4
2014,13,45,3
2014,13,46,2
2014,13,49,5
2014,13,50,6
2014,13,51,1
2014,13,53,2
2014,13,57,1
2014,13,58,2
2014,13,60,3
2014,13,64,3
2014,13,65,6
2014,13,66,2
2014,13,69,4
2014,13,70,5
2014,13,71,8
2014,13,72,1
2014,13,74,8
2014,13,75,6
2014,13,76,4
2014,13,77,1
2014,13,78,2
2014,13,80,2
2014,13,81,3
2014,13,82,1
2014,13,83,4
2014,13,84,1
2014,13,85,1
2014,13,89,1
2014,13,91,1
2014,13,92,1
2014,13,95,1
2014,13,97,1
2014,13,100,1
2014,13,101,1
2014,13,103,2
2014,13,104,4
2014,13,114,5
2014,13,115,2
2014,13,116,1
2014,13,118,1
2014,13,119,1
2014,13,122,1
2014,13,123,1
2014,13,125,2
2014,13,127,1
2014,13,128,2
2014,13,129,2
2014,13,132,1
2014,13,135,1
2014,13,136,2
2014,13,137,1
2014,13,138,2
2014,13,144,1
2014,13,146,1
2014,13,152,1
2014,13,155,1
2014,13,156,1
2014,13,158,3
2014,13,159,1
2014,14,1,5
2014,14,2,27
2014,14,3,5
2014,14,4,23
2014,14,5,18
2014,14,6,3
2014,14,7,3
2014,14,8,1
2014,14,9,3
2014,14,10,3
2014,14,11,2
2014,14,12,6
2014,14,13,2
2014,14,14,3
2014,14,15,3
2014,14,16,6
2014,14,17,13
2014,14,18,11
2014,14,19,2
2014,14,20,8
2014,14,21,1
2014,14,22,9
2014,14,23,3
2014,14,24,9
2014,14,25,5
2014,14,26,7
2014,14,27,9
2014,14,28,5
2014,14,29,1
2014,14,31,1
2014,14,33,1
2014,14,34,2
2014,14,35,2
2014,14,36,4
2014,14,38,17
2014,14,40,1
2014,14,41,2
2014,14,44,3
2014,14,45,6
2014,14,49,4
2014,14,50,13
2014,14,51,8
2014,14,52,1
2014,14,53,2
2014,14,54,3
2014,14,56,2
2014,14,57,1
2014,14,58,1
2014,14,59,4
2014,14,60,3
2014,14,62,1
2014,14,63,1
2014,14,64,1
2014,14,65,3
2014,14,66,4
2014,14,67,1
2014,14,69,6
2014,14,70,9
2014,14,71,5
2014,14,72,1
2014,14,73,5
2014,14,74,3
2014,14,75,4
2014,14,76,1
2014,14,77,1
2014,14,78,2
2014,14,79,1
2014,14,80,7
2014,14,82,1
2014,14,83,9
2014,14,88,1
2014,14,89,4
2014,14,91,2
2014,14,94,2
2014,14,95,1
2014,14,96,2
2014,14,99,2
2014,14,100,1
2014,14,101,4
2014,14,104,3
2014,14,106,1
2014,14,107,1
2014,14,108,1
2014,14,109,1
2014,14,114,5
2014,14,115,2
2014,14,119,3
2014,14,121,2
2014,14,122,1
2014,14,124,1
2014,14,125,1
2014,14,128,2
2014,14,130,1
2014,14,131,2
2014,14,132,1
2014,14,134,1
2014,14,135,1
2014,14,136,3
2014,14,137,2
2014,14,138,1
2014,14,139,1
2014,14,142,1
2014,14,151,1
2014,14,152,1
2014,14,154,1
2014,14,159,2
2014,14,161,2
2014,15,1,8
2014,15,2,18
2014,15,3,5
2014,15,4,8
2014,15,5,13
2014,15,6,1
2014,15,7,5
2014,15,8,3
2014,15,9,4
2014,15,11,5
2014,15,12,8
2014,15,13,1
2014,15,14,3
2014,15,15,3
2014,15,16,3
2014,15,17,2
2014,15,18,11
2014,15,19,1
2014,15,20,3
2014,15,21,4
2014,15,22,10
2014,15,23,3
2014,15,24,9
2014,15,25,3
2014,15,26,1
2014,15,27,5
2014,15,28,2
2014,15,29,1
2014,15,32,1
2014,15,33,1
2014,15,34,1
2014,15,35,3
2014,15,36,1
2014,15,37,1
2014,15,38,17
2014,15,39,1
2014,15,40,1
2014,15,41,4
2014,15,44,8
2014,15,45,3
2014,15,46,1
2014,15,47,1
2014,15,49,3
2014,15,50,7
2014,15,51,4
2014,15,52,1
2014,15,53,2
2014,15,56,3
2014,15,57,3
2014,15,58,2
2014,15,59,7
2014,15,60,6
2014,15,61,2
2014,15,62,1
2014,15,64,2
2014,15,65,4
2014,15,66,2
2014,15,69,6
2014,15,70,6
2014,15,71,8
2014,15,73,4
2014,15,74,8
2014,15,75,4
2014,15,76,2
2014,15,78,2
2014,15,79,1
2014,15,80,3
2014,15,81,1
2014,15,82,2
2014,15,83,3
2014,15,84,1
2014,15,85,1
2014,15,89,1
2014,15,90,1
2014,15,91,1
2014,15,95,1
2014,15,96,2
2014,15,100,2
2014,15,102,1
2014,15,103,1
2014,15,104,2
2014,15,108,1
2014,15,111,1
2014,15,113,2
2014,15,114,3
2014,15,115,3
2014,15,119,2
2014,15,121,1
2014,15,122,1
2014,15,123,2
2014,15,126,1
2014,15,129,1
2014,15,131,2
2014,15,132,1
2014,15,134,2
2014,15,136,1
2014,15,138,2
2014,15,148,1
2014,15,153,1
2014,15,158,1
2014,15,159,2
2014,15,162,1
2014,15,164,1
2014,15,165,1
2014,15,166,1
2014,16,1,9
2014,16,2,31
2014,16,3,8
2014,16,4,14
2014,16,5,16
2014,16,6,2
2014,16,7,3
2014,16,8,2
2014,16,9,3
2014,16,10,1
2014,16,11,5
2014,16,12,5
2014,16,14,2
2014,16,15,4
2014,16,17,10
2014,16,18,17
2014,16,19,3
2014,16,20,4
2014,16,21,4
2014,16,22,8
2014,16,23,1
2014,16,24,12
2014,16,25,7
2014,16,26,2
2014,16,27,4
2014,16,28,5
2014,16,29,2
2014,16,32,1
2014,16,34,2
2014,16,35,2
2014,16,36,1
2014,16,37,1
2014,16,38,13
2014,16,39,1
2014,16,40,1
2014,16,41,2
2014,16,44,4
2014,16,45,8
2014,16,46,3
2014,16,47,1
2014,16,48,1
2014,16,49,5
2014,16,50,3
2014,16,51,7
2014,16,53,3
2014,16,54,1
2014,16,56,2
2014,16,57,2
2014,16,58,4
2014,16,59,3
2014,16,60,6
2014,16,62,3
2014,16,64,6
2014,16,65,1
2014,16,66,1
2014,16,68,1
2014,16,69,5
2014,16,70,6
2014,16,71,13
2014,16,72,1
2014,16,74,7
2014,16,75,1
2014,16,76,2
2014,16,77,1
2014,16,78,3
2014,16,80,1
2014,16,82,1
2014,16,83,3
2014,16,85,2
2014,16,86,1
2014,16,87,1
2014,16,88,2
2014,16,94,1
2014,16,95,3
2014,16,96,2
2014,16,99,1
2014,16,103,1
2014,16,104,1
2014,16,110,1
2014,16,113,2
2014,16,114,7
2014,16,115,1
2014,16,118,2
2014,16,119,7
2014,16,121,1
2014,16,123,1
2014,16,124,1
2014,16,125,1
2014,16,128,1
2014,16,129,3
2014,16,130,1
2014,16,131,2
2014,16,136,1
